# 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k 13:mu_t 14:k_t 15:S 16:massf[0]-H2 17:massf[1]-O2 18:massf[2]-H2O 19:massf[3]-HO2 20:massf[4]-OH 21:massf[5]-O 22:massf[6]-H 23:massf[7]-N2 24:dt_chem 25:u 26:T 27:M_local
-7.690977476748795706e-03 4.185676449650908078e-05 0.000000000000000000e+00 8.802064644502760977e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.666508546872428248e-03 4.156325014658028365e-05 0.000000000000000000e+00 8.227780504606662577e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.643415890695836289e-03 4.128703131875378299e-05 0.000000000000000000e+00 7.624078658064658109e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.621820722787684375e-03 4.102966209358324993e-05 0.000000000000000000e+00 7.007958200583787594e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.601797959490113644e-03 4.079214784576378752e-05 0.000000000000000000e+00 6.394316168280110188e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.583379603582758761e-03 4.057498701199717281e-05 0.000000000000000000e+00 5.795526504916760545e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.566559904325634821e-03 4.037823428936609114e-05 0.000000000000000000e+00 5.221295250435693645e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.551301569542027102e-03 4.020157648189474241e-05 0.000000000000000000e+00 4.678736007811078290e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.537542371616241625e-03 4.004441300308028061e-05 0.000000000000000000e+00 4.172600227890409193e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.525201613651428742e-03 3.990593454931594337e-05 0.000000000000000000e+00 3.705599449109588759e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.514186071162513338e-03 3.978519526752510339e-05 0.000000000000000000e+00 3.278766661078516310e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
-7.504395171434299558e-03 3.968117551994313169e-05 0.000000000000000000e+00 2.891817154663740862e-14 2.453444318440336364e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.959592105263158373e+03 5.324382816221778967e+02 1.782988942479890192e-05 4.438281093025176621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118983440723652079e-01 8.881016559276347921e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.169966722362274886e+05 2.920000000000000000e+02 0.000000000000000000e+00
